seed,cost,sparsity,fidelity,faithfulness_gap,domain_precision,domain_recall,stability
42,178.96119301905856,0.49648148148148147,0.7244011931163159,0.37324999999999997,0.7899999999999998,0.4016666666666666,0.9567787288581378
43,189.93412499781698,0.5201851851851852,0.7398156658051469,0.3841000000000001,0.7879999999999998,0.4266666666666666,0.9457315590812714
44,216.99817199492827,0.4963888888888889,0.7589968145406075,0.39330000000000004,0.8099999999999998,0.4216666666666667,0.9469588945687322
45,223.63536301534623,0.5457407407407407,0.7341715053802298,0.4083899999999999,0.7559999999999998,0.42666666666666664,0.9253707964791781
46,222.109454004094,0.4948148148148148,0.7436414340859,0.41303333333333325,0.7759999999999998,0.4466666666666667,0.9369938895041191
47,221.60092399921268,0.5166666666666667,0.7173166590850976,0.39675000000000005,0.7839999999999998,0.46666666666666673,0.935552544196511
48,194.37537000514567,0.5309259259259259,0.7593204281001823,0.40029999999999993,0.7899999999999998,0.45333333333333337,0.9360079292142218
49,209.79006100213155,0.5456481481481482,0.7246681028194896,0.39207499999999995,0.814,0.4183333333333333,0.9529535039963981
51,349.765439981129,0.5527777777777778,0.7322873345633405,0.41830000000000006,0.7519999999999999,0.4233333333333333,0.9451133784187907
